fname,true_pairwise_het,true_num_seg,pool_size,read_depth,seq_error,num_sites,est_pi_within
1000_1000_0.001_2_const_1_pop_theta_0.0001.txt,0.00019436382375,14879,1000,1000,0.001,10000000,0.00219398737364743
1000_10_0.0001_6_const_1_pop_theta_0.0001.txt,0.00019445414155,14751,1000,10,0.0001,10000000,0.000392371120881588
1000_100_1e-05_2_const_1_pop_theta_0.0001.txt,0.0001945025951,14817,1000,100,1E-05,10000000,0.000214186288040223
1000_1000_1e-05_1_const_1_pop_theta_0.0001.txt,0.0001945194285,14757,1000,1000,1E-05,10000000,0.000214272435207805
100_1000_0.001_4_const_1_pop_theta_0.0001.txt,0.000194583298182,10130,100,1000,0.001,10000000,0.00221304555291358
10_10_0.0_9_const_1_pop_theta_0.0001.txt,0.000194618408195,5764,10,10,0,10000000,0.000200055958807066
1000_100_0.0_1_const_1_pop_theta_0.0001.txt,0.0001947081338,14485,1000,100,0,10000000,0.000195138197253432
10_100_0.0_6_const_1_pop_theta_0.0001.txt,0.00019478122635,5686,10,100,0,10000000,0.000193856606199528
10_10_0.0_4_const_1_pop_theta_0.0001.txt,0.000195069174395,5883,10,10,0,10000000,0.000196621504875641
1000_1000_0.0001_3_const_1_pop_theta_0.0001.txt,0.00019510786545,14869,1000,1000,0.0001,10000000,0.000395475545307185
10_1000_0.001_6_const_1_pop_theta_0.0001.txt,0.00019515183335,5845,10,1000,0.001,10000000,0.00241476364357627
10_1000_0.0_6_const_1_pop_theta_0.0001.txt,0.000195223858445,5887,10,1000,0,10000000,0.000197603710723143
1000_1000_1e-05_8_const_1_pop_theta_0.0001.txt,0.0001952576919,14576,1000,1000,1E-05,10000000,0.000215194923775587
10_1000_0.0_0_const_1_pop_theta_0.0001.txt,0.000195307919028,5780,10,1000,0,10000000,0.000194443481710501
1000_100_0.0001_0_const_1_pop_theta_0.0001.txt,0.0001953251212,14884,1000,100,0.0001,10000000,0.000396596754924417
1000_1000_0.0_0_const_1_pop_theta_0.0001.txt,0.0001953945824,14385,1000,1000,0,10000000,0.0001951632602066
1000_100_0.0_7_const_1_pop_theta_0.0001.txt,0.00019545313295,14949,1000,100,0,10000000,0.00019547297327791
100_1000_0.001_6_const_1_pop_theta_0.0001.txt,0.000195480066446,10341,100,1000,0.001,10000000,0.00221368208963411
10_100_1e-05_3_const_1_pop_theta_0.0001.txt,0.00019550415273,5666,10,100,1E-05,10000000,0.000218580770519514
10_100_0.001_8_const_1_pop_theta_0.0001.txt,0.000195554967944,6013,10,100,0.001,10000000,0.00241598111470715
1000_1000_0.0001_2_const_1_pop_theta_0.0001.txt,0.000195573877,14588,1000,1000,0.0001,10000000,0.000395422559006606
100_100_0.0001_3_const_1_pop_theta_0.0001.txt,0.000195584075207,10294,100,100,0.0001,10000000,0.000397866685148162
100_100_0.001_7_const_1_pop_theta_0.0001.txt,0.000195598321322,10505,100,100,0.001,10000000,0.00221326756400632
100_100_1e-05_8_const_1_pop_theta_0.0001.txt,0.000195625108595,10206,100,100,1E-05,10000000,0.00021618443894351
100_10_1e-05_5_const_1_pop_theta_0.0001.txt,0.000195649320165,10210,100,10,1E-05,10000000,0.000218491809826433
10_1000_1e-05_1_const_1_pop_theta_0.0001.txt,0.000195660513283,5718,10,1000,1E-05,10000000,0.000220035319754308
10_1000_0.0001_3_const_1_pop_theta_0.0001.txt,0.000195665433193,5879,10,1000,0.0001,10000000,0.000418815906535701
10_1000_1e-05_2_const_1_pop_theta_0.0001.txt,0.000195688887168,5838,10,1000,1E-05,10000000,0.000219816649801225
10_10_0.001_7_const_1_pop_theta_0.0001.txt,0.000195800576414,5744,10,10,0.001,10000000,0.00241754803316384
1000_10_0.0001_9_const_1_pop_theta_0.0001.txt,0.0001958019487,14723,1000,10,0.0001,10000000,0.000397345809003828
100_1000_1e-05_9_const_1_pop_theta_0.0001.txt,0.000195805905289,10263,100,1000,1E-05,10000000,0.00021521363522582
100_10_0.001_2_const_1_pop_theta_0.0001.txt,0.000195852727603,10098,100,10,0.001,10000000,0.00220744299852859
100_1000_0.0001_3_const_1_pop_theta_0.0001.txt,0.00019591550876,9876,100,1000,0.0001,10000000,0.000396315396963335
1000_100_0.0_8_const_1_pop_theta_0.0001.txt,0.00019608923955,14579,1000,100,0,10000000,0.000195973231474124
100_1000_0.001_3_const_1_pop_theta_0.0001.txt,0.000196090606777,10189,100,1000,0.001,10000000,0.00221404335395963
1000_10_0.0_7_const_1_pop_theta_0.0001.txt,0.00019616803735,14901,1000,10,0,10000000,0.000196225748733149
1000_10_0.0_9_const_1_pop_theta_0.0001.txt,0.00019618445195,14803,1000,10,0,10000000,0.000194908709110596
10_1000_0.0_4_const_1_pop_theta_0.0001.txt,0.000196261219292,5594,10,1000,0,10000000,0.000193330597732232
100_100_0.001_8_const_1_pop_theta_0.0001.txt,0.000196293377851,10181,100,100,0.001,10000000,0.00221316805609726
100_1000_0.0001_0_const_1_pop_theta_0.0001.txt,0.000196348532397,10232,100,1000,0.0001,10000000,0.000399828080508456
100_10_1e-05_9_const_1_pop_theta_0.0001.txt,0.00019642819438,10015,100,10,1E-05,10000000,0.000217611472983205
1000_100_0.001_0_const_1_pop_theta_0.0001.txt,0.00019644160505,15003,1000,100,0.001,10000000,0.00219569707749772
10_10_0.0001_7_const_1_pop_theta_0.0001.txt,0.000196450918145,5650,10,10,0.0001,10000000,0.000415496146114593
100_100_1e-05_1_const_1_pop_theta_0.0001.txt,0.000196507525455,10341,100,100,1E-05,10000000,0.000217503010669884
100_10_1e-05_0_const_1_pop_theta_0.0001.txt,0.000196513779339,10290,100,10,1E-05,10000000,0.000216296187107301
1000_10_0.001_7_const_1_pop_theta_0.0001.txt,0.0001965371658,14953,1000,10,0.001,10000000,0.0021897182609089
100_10_1e-05_4_const_1_pop_theta_0.0001.txt,0.000196562402314,10320,100,10,1E-05,10000000,0.000214113702925572
10_1000_1e-05_6_const_1_pop_theta_0.0001.txt,0.000196772294677,5653,10,1000,1E-05,10000000,0.000213695165819593
10_100_1e-05_8_const_1_pop_theta_0.0001.txt,0.000196798526811,5917,10,100,1E-05,10000000,0.000225115288803255
1000_100_0.0001_2_const_1_pop_theta_0.0001.txt,0.00019680297005,14895,1000,100,0.0001,10000000,0.00039803448014535
1000_1000_0.0001_0_const_1_pop_theta_0.0001.txt,0.0001968296344,14537,1000,1000,0.0001,10000000,0.00039667405194221
1000_1000_1e-05_4_const_1_pop_theta_0.0001.txt,0.0001969814034,14751,1000,1000,1E-05,10000000,0.000217227758414012
10_100_0.0_5_const_1_pop_theta_0.0001.txt,0.000197088259582,5610,10,100,0,10000000,0.000196422968023328
10_10_0.0001_2_const_1_pop_theta_0.0001.txt,0.000197115507107,5918,10,10,0.0001,10000000,0.0004242325620767
1000_100_0.0001_1_const_1_pop_theta_0.0001.txt,0.00019712050635,14981,1000,100,0.0001,10000000,0.000396472152454719
10_1000_0.0_3_const_1_pop_theta_0.0001.txt,0.000197154194099,5621,10,1000,0,10000000,0.000190645920560632
100_100_0.0_6_const_1_pop_theta_0.0001.txt,0.000197229587769,10385,100,100,0,10000000,0.000199297947639893
10_10_0.0_3_const_1_pop_theta_0.0001.txt,0.000197234320165,5791,10,10,0,10000000,0.000200774034729556
1000_10_0.0001_4_const_1_pop_theta_0.0001.txt,0.00019725288425,15059,1000,10,0.0001,10000000,0.000394186057485899
10_1000_1e-05_8_const_1_pop_theta_0.0001.txt,0.00019747919753,5727,10,1000,1E-05,10000000,0.000214837754781648
100_1000_0.0_6_const_1_pop_theta_0.0001.txt,0.000197493655868,10025,100,1000,0,10000000,0.000196506022157227
100_10_0.0001_7_const_1_pop_theta_0.0001.txt,0.000197529428099,10210,100,10,0.0001,10000000,0.000400407032751176
1000_1000_1e-05_6_const_1_pop_theta_0.0001.txt,0.000197558615,14769,1000,1000,1E-05,10000000,0.000217690042171958
10_10_1e-05_1_const_1_pop_theta_0.0001.txt,0.000197624014508,5796,10,10,1E-05,10000000,0.000225256261355004
1000_100_0.001_3_const_1_pop_theta_0.0001.txt,0.0001976543562,15016,1000,100,0.001,10000000,0.00219676149530884
100_100_0.0_2_const_1_pop_theta_0.0001.txt,0.000197663905289,10343,100,100,0,10000000,0.000199432771516888
10_10_0.0_5_const_1_pop_theta_0.0001.txt,0.00019774914028,5862,10,10,0,10000000,0.000200090556548141
1000_10_0.001_2_const_1_pop_theta_0.0001.txt,0.00019779867255,14648,1000,10,0.001,10000000,0.00220213591261385
100_1000_0.0001_7_const_1_pop_theta_0.0001.txt,0.00019785968562,10284,100,1000,0.0001,10000000,0.000399004190028523
100_100_1e-05_9_const_1_pop_theta_0.0001.txt,0.000197975164132,10429,100,100,1E-05,10000000,0.000217995209697855
100_1000_0.0001_2_const_1_pop_theta_0.0001.txt,0.00019799059157,10593,100,1000,0.0001,10000000,0.000399736658036575
100_10_0.001_1_const_1_pop_theta_0.0001.txt,0.000198005524628,10479,100,10,0.001,10000000,0.00221553442524513
100_1000_0.0_9_const_1_pop_theta_0.0001.txt,0.000198027162314,10477,100,1000,0,10000000,0.000198961609991706
10_10_0.001_5_const_1_pop_theta_0.0001.txt,0.000198103878247,5734,10,10,0.001,10000000,0.00242043108280187
100_100_0.0_7_const_1_pop_theta_0.0001.txt,0.000198134115372,10147,100,100,0,10000000,0.000198897838212994
10_1000_0.0001_6_const_1_pop_theta_0.0001.txt,0.000198190285266,5891,10,1000,0.0001,10000000,0.000426566356812772
1000_100_1e-05_5_const_1_pop_theta_0.0001.txt,0.00019820922145,14760,1000,100,1E-05,10000000,0.000218895859012501
100_10_0.0001_6_const_1_pop_theta_0.0001.txt,0.000198210650248,10269,100,10,0.0001,10000000,0.000399039223470622
10_10_0.0_6_const_1_pop_theta_0.0001.txt,0.000198242115087,5891,10,10,0,10000000,0.000199955243968328
100_10_0.0_8_const_1_pop_theta_0.0001.txt,0.00019825815438,10392,100,10,0,10000000,0.000196245717509792
10_100_0.001_4_const_1_pop_theta_0.0001.txt,0.000198258972454,5840,10,100,0.001,10000000,0.00241909041097213
100_1000_1e-05_4_const_1_pop_theta_0.0001.txt,0.000198269196364,10378,100,1000,1E-05,10000000,0.000219986702643141
10_100_0.001_6_const_1_pop_theta_0.0001.txt,0.000198272679541,5861,10,100,0.001,10000000,0.00241946238640214
10_1000_0.001_8_const_1_pop_theta_0.0001.txt,0.000198279653171,5598,10,1000,0.001,10000000,0.00241288285859945
100_1000_1e-05_2_const_1_pop_theta_0.0001.txt,0.000198339789752,10666,100,1000,1E-05,10000000,0.000219508086409051
10_1000_0.001_4_const_1_pop_theta_0.0001.txt,0.000198466417998,5723,10,1000,0.001,10000000,0.00241954545825925
100_10_0.0001_8_const_1_pop_theta_0.0001.txt,0.000198518138512,10353,100,10,0.0001,10000000,0.00040630924832486
100_100_0.0_1_const_1_pop_theta_0.0001.txt,0.000198531392231,10251,100,100,0,10000000,0.00019922903701368
100_100_1e-05_3_const_1_pop_theta_0.0001.txt,0.000198618961488,10291,100,100,1E-05,10000000,0.000221221456730954
1000_100_0.0_5_const_1_pop_theta_0.0001.txt,0.00019864582,14839,1000,100,0,10000000,0.000198571465358186
1000_10_0.0_2_const_1_pop_theta_0.0001.txt,0.0001987336606,14792,1000,10,0,10000000,0.000199914605673977
10_100_1e-05_7_const_1_pop_theta_0.0001.txt,0.000198734248995,5997,10,100,1E-05,10000000,0.000226443505403971
10_10_1e-05_0_const_1_pop_theta_0.0001.txt,0.000198736414861,5928,10,10,1E-05,10000000,0.000223059231310021
100_1000_0.0001_4_const_1_pop_theta_0.0001.txt,0.000198740932231,10362,100,1000,0.0001,10000000,0.000400687730057356
100_100_0.0001_1_const_1_pop_theta_0.0001.txt,0.000198764084463,10426,100,100,0.0001,10000000,0.000400238257097532
1000_10_0.0_3_const_1_pop_theta_0.0001.txt,0.00019877493745,15115,1000,10,0,10000000,0.00019840021670027
10_1000_0.0001_4_const_1_pop_theta_0.0001.txt,0.000198783551024,5870,10,1000,0.0001,10000000,0.000420925634495782
1000_1000_0.0_9_const_1_pop_theta_0.0001.txt,0.00019881971605,15005,1000,1000,0,10000000,0.000198810538605993
1000_10_0.0_5_const_1_pop_theta_0.0001.txt,0.0001988628643,15050,1000,10,0,10000000,0.000200123724766078
1000_1000_1e-05_7_const_1_pop_theta_0.0001.txt,0.0001988883884,14942,1000,1000,1E-05,10000000,0.00021930504730844
100_10_0.0_9_const_1_pop_theta_0.0001.txt,0.000198905128099,10518,100,10,0,10000000,0.000198818111920855
1000_1000_0.0001_4_const_1_pop_theta_0.0001.txt,0.0001989316454,14831,1000,1000,0.0001,10000000,0.000399076791371117
10_10_0.001_8_const_1_pop_theta_0.0001.txt,0.000198947876679,5953,10,10,0.001,10000000,0.00242329599045299
10_1000_0.0001_8_const_1_pop_theta_0.0001.txt,0.000198997914126,5834,10,1000,0.0001,10000000,0.00042103855723597
100_10_1e-05_2_const_1_pop_theta_0.0001.txt,0.000199012182479,10169,100,10,1E-05,10000000,0.0002205608732098
100_100_0.0_0_const_1_pop_theta_0.0001.txt,0.000199258539669,10488,100,100,0,10000000,0.000201619032044379
10_1000_0.001_0_const_1_pop_theta_0.0001.txt,0.000199316354083,5844,10,1000,0.001,10000000,0.00242105935269664
1000_10_1e-05_6_const_1_pop_theta_0.0001.txt,0.00019938600055,14977,1000,10,1E-05,10000000,0.000221116231093922
100_1000_0.001_8_const_1_pop_theta_0.0001.txt,0.000199439054215,10079,100,1000,0.001,10000000,0.00221644561897954
100_1000_0.0_7_const_1_pop_theta_0.0001.txt,0.00019952768314,10426,100,1000,0,10000000,0.000199460690019568
10_100_0.0001_8_const_1_pop_theta_0.0001.txt,0.000199551910401,5913,10,100,0.0001,10000000,0.000425784386481381
10_10_0.0001_0_const_1_pop_theta_0.0001.txt,0.000199587104598,5734,10,10,0.0001,10000000,0.000423917073945097
100_100_0.001_0_const_1_pop_theta_0.0001.txt,0.000199622477686,10329,100,100,0.001,10000000,0.00221562254689114
100_1000_0.001_1_const_1_pop_theta_0.0001.txt,0.000199641296033,10206,100,1000,0.001,10000000,0.00221700558976557
10_10_1e-05_2_const_1_pop_theta_0.0001.txt,0.000199800640329,5846,10,10,1E-05,10000000,0.000224994390496301
100_100_0.0001_6_const_1_pop_theta_0.0001.txt,0.000199808957851,10508,100,100,0.0001,10000000,0.000402391836297592
10_10_0.0001_6_const_1_pop_theta_0.0001.txt,0.000199851176355,5703,10,10,0.0001,10000000,0.000418748143635012
10_10_1e-05_6_const_1_pop_theta_0.0001.txt,0.000199942598765,5939,10,10,1E-05,10000000,0.000223677849930051
10_10_0.0_0_const_1_pop_theta_0.0001.txt,0.000199952327223,5918,10,10,0,10000000,0.00020113495122009
10_10_1e-05_3_const_1_pop_theta_0.0001.txt,0.000200078944613,5448,10,10,1E-05,10000000,0.000207882517571376
100_100_0.001_1_const_1_pop_theta_0.0001.txt,0.000200152719669,10307,100,100,0.001,10000000,0.00221768987966252
10_1000_0.001_1_const_1_pop_theta_0.0001.txt,0.000200171419861,5517,10,1000,0.001,10000000,0.00240579351075953
1000_100_0.0001_5_const_1_pop_theta_0.0001.txt,0.00020018303275,14783,1000,100,0.0001,10000000,0.00040042489211963
100_100_1e-05_7_const_1_pop_theta_0.0001.txt,0.000200213170909,10475,100,100,1E-05,10000000,0.000220708120420524
1000_1000_0.0001_5_const_1_pop_theta_0.0001.txt,0.00020031082795,14764,1000,1000,0.0001,10000000,0.000400262870615407
100_100_1e-05_6_const_1_pop_theta_0.0001.txt,0.000200319675207,10320,100,100,1E-05,10000000,0.000220901032839499
1000_1000_0.0001_9_const_1_pop_theta_0.0001.txt,0.0002003809407,15239,1000,1000,0.0001,10000000,0.000400671576505451
100_100_0.0_5_const_1_pop_theta_0.0001.txt,0.000200582660165,10317,100,100,0,10000000,0.000200514162659262
100_100_0.001_5_const_1_pop_theta_0.0001.txt,0.000200608240661,10443,100,100,0.001,10000000,0.00221644021512959
100_10_0.0_3_const_1_pop_theta_0.0001.txt,0.00020062076,10422,100,10,0,10000000,0.000201999564469668
100_100_0.0_9_const_1_pop_theta_0.0001.txt,0.000200692701818,10471,100,100,0,10000000,0.000201485593225801
1000_100_1e-05_0_const_1_pop_theta_0.0001.txt,0.00020074002805,14955,1000,100,1E-05,10000000,0.000220972349548506
1000_100_0.0001_4_const_1_pop_theta_0.0001.txt,0.00020078392025,15072,1000,100,0.0001,10000000,0.000399510088126757
10_100_1e-05_0_const_1_pop_theta_0.0001.txt,0.000200810577198,5773,10,100,1E-05,10000000,0.000219718912486596
1000_10_1e-05_7_const_1_pop_theta_0.0001.txt,0.00020084062105,15186,1000,10,1E-05,10000000,0.000223007037741933
100_1000_0.001_0_const_1_pop_theta_0.0001.txt,0.000200886044298,10380,100,1000,0.001,10000000,0.00221646904574201
10_100_0.0001_1_const_1_pop_theta_0.0001.txt,0.000200977973728,5747,10,100,0.0001,10000000,0.000419720079355744
1000_10_0.0_0_const_1_pop_theta_0.0001.txt,0.00020102300835,15218,1000,10,0,10000000,0.000202578695485956
1000_1000_0.001_8_const_1_pop_theta_0.0001.txt,0.00020110432345,14897,1000,1000,0.001,10000000,0.00220106915528777
100_100_0.0_4_const_1_pop_theta_0.0001.txt,0.000201134064132,10104,100,100,0,10000000,0.000200715808979809
10_1000_0.001_3_const_1_pop_theta_0.0001.txt,0.00020117220449,5916,10,1000,0.001,10000000,0.00242131755559799
1000_1000_0.0_6_const_1_pop_theta_0.0001.txt,0.0002011723975,14966,1000,1000,0,10000000,0.000201447450585697
10_100_0.001_1_const_1_pop_theta_0.0001.txt,0.000201207596706,6036,10,100,0.001,10000000,0.00242242856200614
1000_1000_0.001_4_const_1_pop_theta_0.0001.txt,0.00020122335685,14942,1000,1000,0.001,10000000,0.00219940031018488
10_10_0.0001_1_const_1_pop_theta_0.0001.txt,0.000201244285266,6058,10,10,0.0001,10000000,0.000425912362794719
1000_100_0.001_7_const_1_pop_theta_0.0001.txt,0.0002013231302,14826,1000,100,0.001,10000000,0.00220242062441737
10_100_1e-05_4_const_1_pop_theta_0.0001.txt,0.000201341414959,5995,10,100,1E-05,10000000,0.000225890873157739
10_10_0.001_6_const_1_pop_theta_0.0001.txt,0.000201471570826,6101,10,10,0.001,10000000,0.00241769848956798
100_10_1e-05_7_const_1_pop_theta_0.0001.txt,0.00020149715438,10470,100,10,1E-05,10000000,0.000220878494155887
1000_100_1e-05_9_const_1_pop_theta_0.0001.txt,0.00020155049115,14985,1000,100,1E-05,10000000,0.000221403075490111
100_100_0.001_3_const_1_pop_theta_0.0001.txt,0.000201710261157,10269,100,100,0.001,10000000,0.00222227531115034
1000_1000_0.001_1_const_1_pop_theta_0.0001.txt,0.000201715435,15007,1000,1000,0.001,10000000,0.00220126262354245
100_100_0.0_3_const_1_pop_theta_0.0001.txt,0.000201750377686,10359,100,100,0,10000000,0.000200026255797553
100_1000_1e-05_6_const_1_pop_theta_0.0001.txt,0.000201843794876,10466,100,1000,1E-05,10000000,0.000222356575726869
1000_100_1e-05_4_const_1_pop_theta_0.0001.txt,0.00020184951055,15221,1000,100,1E-05,10000000,0.000221338986015014
10_10_0.001_0_const_1_pop_theta_0.0001.txt,0.000201897962161,5867,10,10,0.001,10000000,0.00243157574471659
100_100_0.0001_5_const_1_pop_theta_0.0001.txt,0.00020194357686,10287,100,100,0.0001,10000000,0.000403940559256704
10_1000_0.0_9_const_1_pop_theta_0.0001.txt,0.000201973152632,6051,10,1000,0,10000000,0.00020518231016256
10_100_1e-05_9_const_1_pop_theta_0.0001.txt,0.000202020104107,5801,10,100,1E-05,10000000,0.000226141622002433
100_100_0.0001_7_const_1_pop_theta_0.0001.txt,0.000202051615372,10421,100,100,0.0001,10000000,0.000402834935655637
10_10_1e-05_9_const_1_pop_theta_0.0001.txt,0.000202119215763,5974,10,10,1E-05,10000000,0.000224678739151365
1000_1000_0.0_7_const_1_pop_theta_0.0001.txt,0.0002021356723,14968,1000,1000,0,10000000,0.000202264208119227
1000_1000_0.001_6_const_1_pop_theta_0.0001.txt,0.0002022133162,15101,1000,1000,0.001,10000000,0.00220056451200442
1000_100_0.001_2_const_1_pop_theta_0.0001.txt,0.0002022216112,15138,1000,100,0.001,10000000,0.00220215151509929
1000_1000_0.0001_8_const_1_pop_theta_0.0001.txt,0.00020224379245,15096,1000,1000,0.0001,10000000,0.000402509997188912
100_10_1e-05_6_const_1_pop_theta_0.0001.txt,0.000202361458182,10643,100,10,1E-05,10000000,0.00022309875567841
10_100_0.0001_2_const_1_pop_theta_0.0001.txt,0.000202364508578,5871,10,100,0.0001,10000000,0.000420498349084724
100_100_0.001_9_const_1_pop_theta_0.0001.txt,0.000202382117521,10554,100,100,0.001,10000000,0.00221764815426215
10_1000_0.001_2_const_1_pop_theta_0.0001.txt,0.000202424057641,6000,10,1000,0.001,10000000,0.00242673108477516
10_1000_1e-05_7_const_1_pop_theta_0.0001.txt,0.000202461177336,5897,10,1000,1E-05,10000000,0.00022549351158814
100_100_1e-05_5_const_1_pop_theta_0.0001.txt,0.000202466295041,10616,100,100,1E-05,10000000,0.000222054522367981
100_100_1e-05_4_const_1_pop_theta_0.0001.txt,0.000202515980496,10453,100,100,1E-05,10000000,0.00022270223387044
100_1000_0.0_8_const_1_pop_theta_0.0001.txt,0.000202536395537,10262,100,1000,0,10000000,0.000203941569199437
10_10_1e-05_4_const_1_pop_theta_0.0001.txt,0.000202608403098,5959,10,10,1E-05,10000000,0.000220798664631245
1000_100_0.0001_7_const_1_pop_theta_0.0001.txt,0.0002026426308,15012,1000,100,0.0001,10000000,0.000403312049524088
1000_10_0.0001_7_const_1_pop_theta_0.0001.txt,0.00020265374705,14552,1000,10,0.0001,10000000,0.000408116165017314
1000_10_0.0_4_const_1_pop_theta_0.0001.txt,0.0002027110749,15201,1000,10,0,10000000,0.000203224463897798
1000_100_1e-05_8_const_1_pop_theta_0.0001.txt,0.00020271231095,14853,1000,100,1E-05,10000000,0.00022265164845217
10_1000_1e-05_9_const_1_pop_theta_0.0001.txt,0.000202773702186,6031,10,1000,1E-05,10000000,0.000227626435869547
1000_1000_0.0001_1_const_1_pop_theta_0.0001.txt,0.0002027828846,15373,1000,1000,0.0001,10000000,0.000402411443939107
10_100_0.001_7_const_1_pop_theta_0.0001.txt,0.000202830261347,6050,10,100,0.001,10000000,0.00242399082661014
100_1000_0.001_2_const_1_pop_theta_0.0001.txt,0.000202835544463,10422,100,1000,0.001,10000000,0.00222033106406251
100_1000_0.0_4_const_1_pop_theta_0.0001.txt,0.000202877153554,10401,100,1000,0,10000000,0.000203741667871168
100_10_0.0001_1_const_1_pop_theta_0.0001.txt,0.000202946958512,10439,100,10,0.0001,10000000,0.000405740410549616
10_1000_0.0_1_const_1_pop_theta_0.0001.txt,0.000202953594157,6081,10,1000,0,10000000,0.000207984571080506
1000_100_1e-05_6_const_1_pop_theta_0.0001.txt,0.00020295878455,15155,1000,100,1E-05,10000000,0.000223202582037351
10_10_0.0_8_const_1_pop_theta_0.0001.txt,0.000203028143319,5913,10,10,0,10000000,0.000205218357115133
100_1000_0.001_5_const_1_pop_theta_0.0001.txt,0.000203058380992,10644,100,1000,0.001,10000000,0.00222178414517125
100_100_0.0001_8_const_1_pop_theta_0.0001.txt,0.000203069440496,10188,100,100,0.0001,10000000,0.000404004848100137
1000_100_1e-05_3_const_1_pop_theta_0.0001.txt,0.0002030885814,14998,1000,100,1E-05,10000000,0.000223369076547664
100_10_0.001_8_const_1_pop_theta_0.0001.txt,0.000203092827934,10373,100,10,0.001,10000000,0.0022251026465154
100_10_1e-05_3_const_1_pop_theta_0.0001.txt,0.000203101239669,10353,100,10,1E-05,10000000,0.000223183867672562
1000_100_0.0_6_const_1_pop_theta_0.0001.txt,0.00020315938095,15066,1000,100,0,10000000,0.000202709040916761
10_100_0.0_7_const_1_pop_theta_0.0001.txt,0.000203200229977,5976,10,100,0,10000000,0.000207809038610963
1000_10_1e-05_8_const_1_pop_theta_0.0001.txt,0.00020320560725,15068,1000,10,1E-05,10000000,0.000223155264477932
10_1000_0.0_5_const_1_pop_theta_0.0001.txt,0.000203269321635,5830,10,1000,0,10000000,0.000199676726506264
1000_1000_0.001_7_const_1_pop_theta_0.0001.txt,0.00020338499385,15157,1000,1000,0.001,10000000,0.00220415890018047
10_10_0.001_9_const_1_pop_theta_0.0001.txt,0.000203412006862,5892,10,10,0.001,10000000,0.00241962510400127
10_100_0.001_9_const_1_pop_theta_0.0001.txt,0.00020343891991,6089,10,100,0.001,10000000,0.00241898713249173
100_10_0.001_9_const_1_pop_theta_0.0001.txt,0.000203449055868,10504,100,10,0.001,10000000,0.00222733037145833
10_100_0.0001_7_const_1_pop_theta_0.0001.txt,0.000203503148123,5876,10,100,0.0001,10000000,0.000423505152674175
10_100_0.0_9_const_1_pop_theta_0.0001.txt,0.000203519880796,5855,10,100,0,10000000,0.000204943137229508
10_10_0.001_1_const_1_pop_theta_0.0001.txt,0.000203534334477,5972,10,10,0.001,10000000,0.0024350197794767
100_10_0.0001_9_const_1_pop_theta_0.0001.txt,0.000203711609256,10562,100,10,0.0001,10000000,0.000405671322495888
10_100_0.001_2_const_1_pop_theta_0.0001.txt,0.000203806620527,5991,10,100,0.001,10000000,0.00242332215479505
10_100_0.0001_4_const_1_pop_theta_0.0001.txt,0.000203810917949,5985,10,100,0.0001,10000000,0.00042807446043507
1000_100_0.001_6_const_1_pop_theta_0.0001.txt,0.0002038781017,15507,1000,100,0.001,10000000,0.00220274050080354
100_1000_0.0_2_const_1_pop_theta_0.0001.txt,0.000203939177851,10472,100,1000,0,10000000,0.000204604255846087
100_10_0.0001_3_const_1_pop_theta_0.0001.txt,0.000204003413554,10492,100,10,0.0001,10000000,0.000401816584363808
1000_10_0.0001_1_const_1_pop_theta_0.0001.txt,0.00020403379315,14930,1000,10,0.0001,10000000,0.000402296244646654
10_100_0.001_3_const_1_pop_theta_0.0001.txt,0.000204096039016,6018,10,100,0.001,10000000,0.00242724942079322
100_1000_1e-05_1_const_1_pop_theta_0.0001.txt,0.000204274629421,10527,100,1000,1E-05,10000000,0.000224967574889798
1000_10_0.0001_2_const_1_pop_theta_0.0001.txt,0.00020430438215,14585,1000,10,0.0001,10000000,0.00041027531146137
10_100_0.0001_6_const_1_pop_theta_0.0001.txt,0.000204325254583,6006,10,100,0.0001,10000000,0.000424651869664813
100_10_0.0001_2_const_1_pop_theta_0.0001.txt,0.000204380334545,10327,100,10,0.0001,10000000,0.000403756493643371
10_1000_1e-05_5_const_1_pop_theta_0.0001.txt,0.000204384089207,5932,10,1000,1E-05,10000000,0.000228200016819641
10_100_0.0_1_const_1_pop_theta_0.0001.txt,0.000204796425252,6088,10,100,0,10000000,0.000205527578321904
100_1000_0.0_5_const_1_pop_theta_0.0001.txt,0.000204798670413,10358,100,1000,0,10000000,0.000205016125388846
1000_1000_1e-05_2_const_1_pop_theta_0.0001.txt,0.00020493443315,15192,1000,1000,1E-05,10000000,0.000224945781313723
10_100_0.0_4_const_1_pop_theta_0.0001.txt,0.000205020490932,6044,10,100,0,10000000,0.000209776366823482
1000_1000_0.0_8_const_1_pop_theta_0.0001.txt,0.00020502291975,15151,1000,1000,0,10000000,0.000205356076554583
10_100_0.0_2_const_1_pop_theta_0.0001.txt,0.000205190652877,6113,10,100,0,10000000,0.000210403340492275
100_100_0.001_4_const_1_pop_theta_0.0001.txt,0.000205239087107,10563,100,100,0.001,10000000,0.00222741828744648
10_1000_0.0001_7_const_1_pop_theta_0.0001.txt,0.000205344790511,6210,10,1000,0.0001,10000000,0.000432301156338041
10_10_0.0001_3_const_1_pop_theta_0.0001.txt,0.000205375008725,5831,10,10,0.0001,10000000,0.000423416569409465
100_10_0.001_7_const_1_pop_theta_0.0001.txt,0.000205403078678,10853,100,10,0.001,10000000,0.00222538161590573
